7784,37080,8,33290,33775,33431,33461,6,41620,33283,33323,33285
6097,37080,8,33290,33775,33431,33461,6,41620,33283,33323,33285
9334,53580,8,33290,34862,33289,33526,6,53579,33521,34861,33523
7015,45541,8,33290,33497,33289,34780,6,45540,33283,33323,33285
9751,64474,8,33455,34200,33431,33657,6,36384,2,33730,4
8094,36495,8,33290,34131,33289,33291,6,55416,33283,40171,33285
7089,36495,8,33290,34131,33289,33291,6,55416,33283,40171,33285
3287,41313,8,33290,34567,33431,33833,6,46001,33339,34566,33341
8628,50057,8,33269,34200,33309,33657,6,39794,2,33730,4
8479,33518,8,33290,33621,9,33430,6,36866,33426,33621,33428
6977,59066,34665,33290,34412,9,34780,6,43985,33283,34411,33285
10786,42003,8,33290,33798,33431,33430,6,33797,33283,33447,33285
11132,42705,8,33290,33861,9,33657,6,42704,33299,33395,33301
10587,33518,8,33290,40445,9,33430,6,40444,33316,34024,33317
6895,67705,8,33290,34412,33431,33461,6,58875,33283,34411,33285
8890,34560,33777,33290,33396,9,33430,6,34559,33299,33395,33301
11122,64970,8,33290,34752,33431,33604,6,37651,33299,34471,33301
3161,40927,8,33290,34862,9,33526,6,40926,33521,34861,33523
4043,72003,8,33408,37667,33289,33657,6,38423,33299,33395,33301
9539,57128,8,33290,35926,33431,33604,6,39991,33339,34566,33341
10160,35375,8,33290,35374,9,33450,6,35373,33426,33675,33428
8874,33518,8,33290,33936,9,33430,6,33935,33283,33447,33285
3141,65202,8,33290,34319,33326,33526,6,35012,33521,35013,33523
8890,33478,8,33290,34793,33431,33430,6,42237,33299,33601,33301
2303,40653,8,33290,40652,33345,33604,6,36460,33283,33584,33285
11033,35375,8,33290,33902,33289,33450,6,37514,2,33730,4
8557,55635,8,33290,33866,33431,33430,6,55128,33299,33866,33301
10717,55635,8,33290,33866,33431,33430,6,55128,33299,33866,33301
6976,33270,8,33290,33549,33268,33270,6,39801,33521,33265,33523
10283,59816,8,33290,34047,9,34046,6,40570,34046,34047,34048
10657,70451,8,33290,35835,33431,33863,6,50735,33316,33385,33317
9829,76762,8,33290,35571,9,33461,6,35780,33283,35570,33285
9771,34246,8,33313,33438,33309,33403,6,35094,2,3,4
3610,55041,33777,33290,34573,9,33291,6,55040,33283,34572,33285
11316,62990,8,33290,53382,33326,33526,6,62989,33521,34787,33523
10500,69927,8,33290,35159,33326,33526,6,44272,33521,35659,33523
4050,70038,8,33290,34979,9,33526,6,36680,33521,34979,33523
3289,44698,8,33290,35018,9,33347,6,36942,33347,35017,33502
7130,62704,8,33290,38008,33431,33291,6,47987,33283,40641,33285
11336,41560,8,33290,36928,33345,33526,6,41559,33521,36927,33523
8890,33518,8,33290,40724,9,33430,6,53149,33416,35971,33418
11317,52892,8,33290,33549,33289,33526,6,52891,33521,34787,33523
9771,33454,8,33455,33453,33268,33270,6,36984,2,33265,4
7489,78027,34383,33290,47909,33431,34780,6,65191,33283,33885,33285
7961,55829,8,33290,45499,33345,33430,6,53401,33357,33358,33359
9668,55829,8,33290,45499,33345,33430,6,53401,33357,33358,33359
11077,55829,8,33290,45499,33345,33430,6,53401,33357,33358,33359
7489,38266,8,33290,36667,33431,34435,6,49649,33339,34566,33341
9660,33933,8,33369,33366,33309,33370,6,33932,2,33365,4
10654,33518,8,33290,35835,33289,33430,6,59112,33316,33385,33317
10660,33518,8,33290,35835,33289,33430,6,59112,33316,33385,33317
6997,33518,8,33290,34483,9,33430,6,34482,33283,34411,33285
9821,65062,8,33290,36730,34576,36052,6,36050,33521,38331,33523
2463,33933,8,33369,33366,33309,33370,6,36470,2,33365,4
7101,55041,8,33290,34573,9,33291,6,53079,33283,34572,33285
7653,54181,8,33290,33812,33431,33430,6,52273,33299,33601,33301
11199,45986,8,33290,33549,33289,33526,6,43717,33521,34787,33523
4013,71202,8,36145,34862,33431,33526,6,39130,33521,34861,33523
3147,71202,8,36145,34862,33431,33526,6,39130,33521,34861,33523
3163,71202,8,36145,34862,33431,33526,6,39130,33521,34861,33523
5034,43708,8,33290,34047,37826,43709,6,36568,34046,34047,34048
10128,37491,8,33290,33866,33431,33905,6,49189,33299,33866,33301
9771,33308,8,33313,33279,33309,11,6,37786,2,3,4
8729,33677,8,33290,33676,33289,33678,6,38056,33426,33675,33428
4049,47635,8,33290,36556,9,33930,6,61472,33426,33927,33428
9182,43974,8,33290,34935,33326,33423,6,47136,2,34181,4
8253,46481,8,33290,33621,33326,33430,6,39185,33426,33621,33428
9613,33518,8,33290,36015,9,33430,6,36502,33283,35543,33285
10022,75382,8,33290,33477,9,33291,6,56508,33416,33476,33418
8557,47016,8,33844,39171,33431,33930,6,47015,33426,33927,33428
6064,33691,8,33290,34134,33289,33430,6,40313,33416,33476,33418
10734,54993,8,33904,35629,33431,33423,6,33353,2,3,4
3287,50541,8,33269,33769,9,33347,6,34646,2,33768,4
9335,45986,8,33290,33549,33289,33526,6,37900,33521,34787,33523
8038,33604,8,33290,34102,9,33604,6,36413,33299,33790,33301
11008,52732,8,33290,39341,9,33291,6,40728,33283,36494,33285
7489,58399,8,33290,33477,33431,34780,6,58398,33416,33476,33418
8825,36940,8,33290,35835,9,33863,6,42844,33316,33385,33317
4228,76799,8,33290,40652,34576,34577,6,34571,33283,33584,33285
9236,67873,37369,33290,33690,9,33450,6,43935,33416,33689,33418
9922,67873,37369,33290,33690,9,33450,6,43935,33416,33689,33418
6097,67873,37369,33290,33690,9,33450,6,43935,33416,33689,33418
8267,67873,37369,33290,33690,9,33450,6,43935,33416,33689,33418
9333,35656,8,33290,33549,33309,33526,6,37900,33521,34787,33523
9212,33518,8,33290,34752,33431,33430,6,42775,33299,34471,33301
10902,37284,8,33290,33549,33431,33526,6,37283,33521,34787,33523
9809,55816,8,33269,33769,33326,33347,6,55815,2,33768,4
8557,34557,8,33290,37709,33431,33430,6,40900,33283,33447,33285
9622,34557,8,33290,37709,33431,33430,6,40900,33283,33447,33285
9415,33518,8,33388,34556,9,33430,6,35892,33316,34024,33317
10278,75774,8,33290,33549,33309,33526,6,43717,33521,34787,33523
8107,50023,8,33290,34573,33431,33291,6,50022,33283,34572,33285
8169,33308,8,33313,33307,33309,11,6,35506,2,3,4
10010,36940,8,33290,35835,33289,33863,6,42844,33316,33385,33317
5590,72929,8,33290,33769,9,33347,6,61223,2,33768,4
8951,50044,8,33290,36667,9,34435,6,49649,33339,34566,33341
2242,33832,33344,33346,33598,33268,33270,6,38577,33339,33265,33341
9264,45500,8,33290,45499,37826,37827,6,36568,33357,33358,33359
2922,36533,8,33290,35516,9,33291,6,60412,33416,33529,33418
10733,37825,8,33290,37824,37826,37827,6,36568,33316,37824,33317
10902,33270,8,33290,33549,33268,33270,6,39801,33521,33265,33523
8849,33478,8,33290,33517,33431,33430,6,37711,33357,33458,33359
9683,44005,8,33290,35374,9,37073,6,44004,33426,33675,33428
10361,36850,35217,35218,35215,33431,33461,6,44725,33339,35215,33341
5744,52120,8,33290,44260,33431,33347,6,50905,33347,35017,33502
10696,41568,8,33290,37709,33431,37073,6,41059,33283,33447,33285
8762,37837,8,33408,33366,33431,11,6,61402,2,33365,4
9362,35162,8,33408,33966,33289,33370,6,41077,2,33365,4
10239,35162,8,33408,33966,33289,33370,6,41077,2,33365,4
6976,45074,36228,33290,34412,9,38385,6,51134,33283,34411,33285
10083,33336,8,33296,33279,33275,11,6,33508,2,3,4
7015,66864,34005,33290,38636,33326,34577,6,40923,33283,33323,33285
3608,66864,34005,33290,38636,33326,34577,6,40923,33283,33323,33285
